row,source_protein,target_protein,source_ensg,target_ensg,source_symbol,target_symbol
3546,Q96JQ0,Q6V0I7,ENSG00000166341,ENSG00000196159,DCHS1,FAT4
3547,Q9UBC7,P47211,ENSG00000197487,ENSG00000166573,GALP,GALR1
3548,P35318,O15218,ENSG00000148926,ENSG00000166856,ADM,GPR182
3549,P61769,P04234,ENSG00000273686,ENSG00000167286,B2M,CD3D
3550,P61769,P04234,ENSG00000166710,ENSG00000167286,B2M,CD3D
3551,P04439,P04234,ENSG00000206503,ENSG00000167286,HLA-A,CD3D
3552,P10321,P04234,ENSG00000204525,ENSG00000167286,HLA-C,CD3D
3553,P01889,P04234,ENSG00000234745,ENSG00000167286,HLA-B,CD3D
3554,P0C0L4,Q16581,ENSG00000227746,ENSG00000171860,C4A,C3AR1
3555,P0C0L4,Q16581,ENSG00000244731,ENSG00000171860,C4A,C3AR1
3556,P0C0L4,Q16581,ENSG00000206340,ENSG00000171860,C4A,C3AR1
3557,P01213,P48039,ENSG00000101327,ENSG00000168412,PDYN,MTNR1A
3558,P01019,P48039,ENSG00000135744,ENSG00000168412,AGT,MTNR1A
3559,P48061,P48039,ENSG00000107562,ENSG00000168412,CXCL12,MTNR1A
3560,P13501,P48039,ENSG00000274233,ENSG00000168412,CCL5,MTNR1A
3561,P13501,P48039,ENSG00000271503,ENSG00000168412,CCL5,MTNR1A
3562,O14625,P48039,ENSG00000169248,ENSG00000168412,CXCL11,MTNR1A
3563,Q5H8A3,P48039,ENSG00000204640,ENSG00000168412,NMS,MTNR1A
3564,Q9ULZ1,P48039,ENSG00000171388,ENSG00000168412,APLN,MTNR1A
3565,P01303,P48039,ENSG00000122585,ENSG00000168412,NPY,MTNR1A
3566,O15444,P48039,ENSG00000131142,ENSG00000168412,CCL25,MTNR1A
3567,P01189,P48039,ENSG00000115138,ENSG00000168412,POMC,MTNR1A
3568,P0DJI8,P48039,ENSG00000173432,ENSG00000168412,SAA1,MTNR1A
3569,P0DJI8,P48039,ENSG00000288411,ENSG00000168412,SAA1,MTNR1A
3570,P27797,P48039,ENSG00000179218,ENSG00000168412,CALR,MTNR1A
3571,P10145,P48039,ENSG00000169429,ENSG00000168412,CXCL8,MTNR1A
3572,P10082,P48039,ENSG00000131096,ENSG00000168412,PYY,MTNR1A
3573,O15467,P48039,ENSG00000275095,ENSG00000168412,CCL16,MTNR1A
3574,O15467,P48039,ENSG00000275152,ENSG00000168412,CCL16,MTNR1A
3575,P19875,P48039,ENSG00000081041,ENSG00000168412,CXCL2,MTNR1A
3576,P02778,P48039,ENSG00000169245,ENSG00000168412,CXCL10,MTNR1A
3577,P20382,P48039,ENSG00000183395,ENSG00000168412,PMCH,MTNR1A
3578,Q99731,P48039,ENSG00000172724,ENSG00000168412,CCL19,MTNR1A
3579,P09341,P48039,ENSG00000163739,ENSG00000168412,CXCL1,MTNR1A
3580,Q8NG41,P48039,ENSG00000183979,ENSG00000168412,NPB,MTNR1A
3581,P01298,P48039,ENSG00000108849,ENSG00000168412,PPY,MTNR1A
3582,Q07325,P48039,ENSG00000138755,ENSG00000168412,CXCL9,MTNR1A
3583,P78556,P48039,ENSG00000115009,ENSG00000168412,CCL20,MTNR1A
3584,Q8N729,P48039,ENSG00000291946,ENSG00000168412,NPW,MTNR1A
3585,Q8N729,P48039,ENSG00000183971,ENSG00000168412,NPW,MTNR1A
3586,P01210,P48039,ENSG00000181195,ENSG00000168412,PENK,MTNR1A
3587,Q9NRJ3,P48039,ENSG00000151882,ENSG00000168412,CCL28,MTNR1A
3588,Q8WXF3,P48039,ENSG00000171136,ENSG00000168412,RLN3,MTNR1A
3589,Q8WXF3,P48039,ENSG00000288474,ENSG00000168412,RLN3,MTNR1A
3590,O00230,P48039,ENSG00000241563,ENSG00000168412,CORT,MTNR1A
3591,P04083,P48039,ENSG00000135046,ENSG00000168412,ANXA1,MTNR1A
3592,Q86UU9,P29371,ENSG00000176358,ENSG00000169836,TAC4,TACR3
3593,Q86UU9,P25103,ENSG00000176358,ENSG00000115353,TAC4,TACR1
3594,P30533,Q14114,ENSG00000163956,ENSG00000157193,LRPAP1,LRP8
3595,P78509,Q14114,ENSG00000189056,ENSG00000157193,RELN,LRP8
3596,P02765,P06213,ENSG00000145192,ENSG00000171105,AHSG,INSR
3597,P09681,P06213,ENSG00000159224,ENSG00000171105,GIP,INSR
3598,P00734,P14770,ENSG00000180210,ENSG00000169704,F2,GP9
3599,P02751,Q8WZ75,ENSG00000115414,ENSG00000154133,FN1,ROBO4
3600,P01286,P07550,ENSG00000291972,ENSG00000169252,GHRH,ADRB2
3601,P01286,P07550,ENSG00000118702,ENSG00000169252,GHRH,ADRB2
3602,P01185,P07550,ENSG00000101200,ENSG00000169252,AVP,ADRB2
3603,P12272,P07550,ENSG00000087494,ENSG00000169252,PTHLH,ADRB2
3604,P02787,P07550,ENSG00000091513,ENSG00000169252,TF,ADRB2
3605,P01189,P07550,ENSG00000115138,ENSG00000169252,POMC,ADRB2
3606,P04090,P07550,ENSG00000107014,ENSG00000169252,RLN2,ADRB2
3607,P11142,P07550,ENSG00000109971,ENSG00000169252,HSPA8,ADRB2
3608,P18509,P07550,ENSG00000141433,ENSG00000169252,ADCYAP1,ADRB2
3609,P06881,P07550,ENSG00000110680,ENSG00000169252,CALCA,ADRB2
3610,P01258,P07550,ENSG00000110680,ENSG00000169252,CALCA,ADRB2
3611,P35318,P07550,ENSG00000148926,ENSG00000169252,ADM,ADRB2
3612,P01215,P07550,ENSG00000135346,ENSG00000169252,CGA,ADRB2
3613,P01275,P07550,ENSG00000115263,ENSG00000169252,GCG,ADRB2
3614,P01282,P07550,ENSG00000146469,ENSG00000169252,VIP,ADRB2
3615,Q7Z4H4,P07550,ENSG00000128165,ENSG00000169252,ADM2,ADRB2
3616,P0C0P6,P07550,ENSG00000214285,ENSG00000169252,NPS,ADRB2
3617,P01225,P07550,ENSG00000131808,ENSG00000169252,FSHB,ADRB2
3618,P10092,P07550,ENSG00000175868,ENSG00000169252,CALCB,ADRB2
3619,P61160,P07550,ENSG00000138071,ENSG00000169252,ACTR2,ADRB2
3620,Q8WXF3,P07550,ENSG00000171136,ENSG00000169252,RLN3,ADRB2
3621,Q8WXF3,P07550,ENSG00000288474,ENSG00000169252,RLN3,ADRB2
3622,P09681,P07550,ENSG00000159224,ENSG00000169252,GIP,ADRB2
3623,P51460,P07550,ENSG00000248099,ENSG00000169252,INSL3,ADRB2
3624,P04899,P21453,ENSG00000114353,ENSG00000170989,GNAI2,S1PR1
3625,P01127,P21453,ENSG00000100311,ENSG00000170989,PDGFB,S1PR1
3626,Q13740,P30203,ENSG00000170017,ENSG00000013725,ALCAM,CD6
3627,P0DP23,P41594,ENSG00000198668,ENSG00000168959,CALM1,GRM5
3628,Q969D9,P16871,ENSG00000145777,ENSG00000168685,TSLP,IL7R
3629,P04899,P11229,ENSG00000114353,ENSG00000168539,GNAI2,CHRM1
3630,P11229,P04899,ENSG00000168539,ENSG00000114353,CHRM1,GNAI2
3631,Q16787,P34741,ENSG00000053747,ENSG00000169439,LAMA3,SDC2
3632,P25391,P34741,ENSG00000101680,ENSG00000169439,LAMA1,SDC2
3633,O75888,P34741,ENSG00000161955,ENSG00000169439,TNFSF13,SDC2
3634,P01112,P34741,ENSG00000276536,ENSG00000169439,HRAS,SDC2
3635,P01112,P34741,ENSG00000174775,ENSG00000169439,HRAS,SDC2
3636,P01008,P34741,ENSG00000117601,ENSG00000169439,SERPINC1,SDC2
3637,P02751,P34741,ENSG00000115414,ENSG00000169439,FN1,SDC2
3638,P04899,Q9H244,ENSG00000114353,ENSG00000169313,GNAI2,P2RY12
3639,P01303,Q9Y5X5,ENSG00000122585,ENSG00000056291,NPY,NPFFR2
3640,P0DP23,Q9HCN6,ENSG00000198668,ENSG00000277439,CALM1,GP6
3641,P0DP23,Q9HCN6,ENSG00000198668,ENSG00000274050,CALM1,GP6
3642,P0DP23,Q9HCN6,ENSG00000198668,ENSG00000088053,CALM1,GP6
3643,P0DP23,Q9HCN6,ENSG00000198668,ENSG00000275633,CALM1,GP6
3644,P0DP23,Q9HCN6,ENSG00000198668,ENSG00000274566,CALM1,GP6
3645,P0DP23,Q9HCN6,ENSG00000198668,ENSG00000276211,CALM1,GP6
3646,P0DP23,Q9HCN6,ENSG00000198668,ENSG00000276065,CALM1,GP6
3647,P0DP23,Q9HCN6,ENSG00000198668,ENSG00000278316,CALM1,GP6
3648,P0DP23,Q9HCN6,ENSG00000198668,ENSG00000278670,CALM1,GP6
3649,P0DP23,Q9HCN6,ENSG00000198668,ENSG00000275931,CALM1,GP6
3650,P19875,P46094,ENSG00000081041,ENSG00000173578,CXCL2,XCR1
3651,P02745,Q6UVK1,ENSG00000173372,ENSG00000173546,C1QA,CSPG4
3652,P0C0L5,P15529,ENSG00000228454,ENSG00000117335,C4B,CD46
3653,P0C0L5,P15529,ENSG00000233312,ENSG00000117335,C4B_2,CD46
3654,P0C0L5,P15529,ENSG00000236625,ENSG00000117335,C4B,CD46
3655,P0C0L5,P15529,ENSG00000228267,ENSG00000117335,C4B,CD46
3656,P0C0L5,P15529,ENSG00000224389,ENSG00000117335,C4B,CD46
3657,P14138,P25101,ENSG00000124205,ENSG00000151617,EDN3,EDNRA
3658,P61769,Q8NHL6,ENSG00000273686,ENSG00000277807,B2M,LILRB1
3659,P61769,Q8NHL6,ENSG00000273686,ENSG00000274669,B2M,LILRB1
3660,P61769,Q8NHL6,ENSG00000166710,ENSG00000277807,B2M,LILRB1
3661,P61769,Q8NHL6,ENSG00000166710,ENSG00000274669,B2M,LILRB1
3662,Q92854,P08581,ENSG00000187764,ENSG00000105976,SEMA4D,MET
3663,Q13591,P08581,ENSG00000112902,ENSG00000105976,SEMA5A,MET
3664,P08174,Q9UHX3,ENSG00000196352,ENSG00000127507,CD55,ADGRE2
3665,P01286,Q02643,ENSG00000291972,ENSG00000106128,GHRH,GHRHR
3666,P01286,Q02643,ENSG00000118702,ENSG00000106128,GHRH,GHRHR
3667,Q9UBU3,Q02643,ENSG00000157017,ENSG00000106128,GHRL,GHRHR
3668,Q96PD4,Q96F46,ENSG00000112116,ENSG00000177663,IL17F,IL17RA
3669,P01286,Q03431,ENSG00000291972,ENSG00000160801,GHRH,PTH1R
3670,P01286,Q03431,ENSG00000118702,ENSG00000160801,GHRH,PTH1R
3671,P01185,Q03431,ENSG00000101200,ENSG00000160801,AVP,PTH1R
3672,P01189,Q03431,ENSG00000115138,ENSG00000160801,POMC,PTH1R
3673,P04090,Q03431,ENSG00000107014,ENSG00000160801,RLN2,PTH1R
3674,P18509,Q03431,ENSG00000141433,ENSG00000160801,ADCYAP1,PTH1R
3675,P06881,Q03431,ENSG00000110680,ENSG00000160801,CALCA,PTH1R
3676,P01258,Q03431,ENSG00000110680,ENSG00000160801,CALCA,PTH1R
3677,P35318,Q03431,ENSG00000148926,ENSG00000160801,ADM,PTH1R
3678,P01215,Q03431,ENSG00000135346,ENSG00000160801,CGA,PTH1R
3679,P01275,Q03431,ENSG00000115263,ENSG00000160801,GCG,PTH1R
3680,P01282,Q03431,ENSG00000146469,ENSG00000160801,VIP,PTH1R
3681,Q7Z4H4,Q03431,ENSG00000128165,ENSG00000160801,ADM2,PTH1R
3682,P0C0P6,Q03431,ENSG00000214285,ENSG00000160801,NPS,PTH1R
3683,P01225,Q03431,ENSG00000131808,ENSG00000160801,FSHB,PTH1R
3684,P10092,Q03431,ENSG00000175868,ENSG00000160801,CALCB,PTH1R
3685,Q8WXF3,Q03431,ENSG00000171136,ENSG00000160801,RLN3,PTH1R
3686,Q8WXF3,Q03431,ENSG00000288474,ENSG00000160801,RLN3,PTH1R
3687,P09681,Q03431,ENSG00000159224,ENSG00000160801,GIP,PTH1R
3688,P51460,Q03431,ENSG00000248099,ENSG00000160801,INSL3,PTH1R
3689,P52945,P11168,ENSG00000139515,ENSG00000163581,PDX1,SLC2A2
3690,P13236,P51685,ENSG00000275302,ENSG00000179934,CCL4,CCR8
3691,P13236,P51685,ENSG00000277943,ENSG00000179934,CCL4,CCR8
3692,P13236,P51685,ENSG00000275824,ENSG00000179934,CCL4,CCR8
3693,P01185,P32241,ENSG00000101200,ENSG00000114812,AVP,VIPR1
3694,P12272,P32241,ENSG00000087494,ENSG00000114812,PTHLH,VIPR1
3695,P01189,P32241,ENSG00000115138,ENSG00000114812,POMC,VIPR1
3696,P04090,P32241,ENSG00000107014,ENSG00000114812,RLN2,VIPR1
3697,P06881,P32241,ENSG00000110680,ENSG00000114812,CALCA,VIPR1
3698,P01258,P32241,ENSG00000110680,ENSG00000114812,CALCA,VIPR1
3699,P35318,P32241,ENSG00000148926,ENSG00000114812,ADM,VIPR1
3700,P01215,P32241,ENSG00000135346,ENSG00000114812,CGA,VIPR1
3701,P01275,P32241,ENSG00000115263,ENSG00000114812,GCG,VIPR1
3702,Q7Z4H4,P32241,ENSG00000128165,ENSG00000114812,ADM2,VIPR1
3703,Q5JWF2,P32241,ENSG00000087460,ENSG00000114812,GNAS,VIPR1
3704,P63092,P32241,ENSG00000087460,ENSG00000114812,GNAS,VIPR1
3705,O95467,P32241,ENSG00000087460,ENSG00000114812,GNAS,VIPR1
3706,P0C0P6,P32241,ENSG00000214285,ENSG00000114812,NPS,VIPR1
3707,P01225,P32241,ENSG00000131808,ENSG00000114812,FSHB,VIPR1
3708,P0DP23,P32241,ENSG00000198668,ENSG00000114812,CALM1,VIPR1
3709,P10092,P32241,ENSG00000175868,ENSG00000114812,CALCB,VIPR1
3710,Q8WXF3,P32241,ENSG00000171136,ENSG00000114812,RLN3,VIPR1
3711,Q8WXF3,P32241,ENSG00000288474,ENSG00000114812,RLN3,VIPR1
3712,P09681,P32241,ENSG00000159224,ENSG00000114812,GIP,VIPR1
3713,P51460,P32241,ENSG00000248099,ENSG00000114812,INSL3,VIPR1
3714,Q9UBU3,O43194,ENSG00000157017,ENSG00000183840,GHRL,GPR39
3715,P0DP23,Q16280,ENSG00000198668,ENSG00000183862,CALM1,CNGA2
3716,P04090,Q9NSD7,ENSG00000107014,ENSG00000182631,RLN2,RXFP3
3717,P04090,Q9NSD7,ENSG00000107014,ENSG00000277069,RLN2,RXFP3
3718,P03951,P07359,ENSG00000088926,ENSG00000185245,F11,GP1BA
3719,P05090,P48357,ENSG00000189058,ENSG00000116678,APOD,LEPR
3720,Q9NQC3,Q86UN2,ENSG00000115310,ENSG00000185924,RTN4,RTN4RL1
3721,Q9NY56,P47890,ENSG00000122136,ENSG00000183024,OBP2A,OR1G1
3722,O15444,P46092,ENSG00000131142,ENSG00000184451,CCL25,CCR10
3723,P80098,P46092,ENSG00000108688,ENSG00000184451,CCL7,CCR10
3724,P01298,P49146,ENSG00000108849,ENSG00000185149,PPY,NPY2R
3725,P48061,P51679,ENSG00000107562,ENSG00000183813,CXCL12,CCR4
3726,P10147,P51679,ENSG00000274221,ENSG00000183813,CCL3,CCR4
3727,P10147,P51679,ENSG00000277632,ENSG00000183813,CCL3,CCR4
3728,P10147,P51679,ENSG00000278567,ENSG00000183813,CCL3,CCR4
3729,P35354,Q9Y5Y4,ENSG00000073756,ENSG00000183134,PTGS2,PTGDR2
3730,Q99217,P11279,ENSG00000125363,ENSG00000185896,AMELX,LAMP1
3731,P05231,P13726,ENSG00000136244,ENSG00000117525,IL6,F3
3732,P08709,P13726,ENSG00000057593,ENSG00000117525,F7,F3
3733,P21246,P23467,ENSG00000105894,ENSG00000127329,PTN,PTPRB
3734,P61769,P43626,ENSG00000273686,ENSG00000278821,B2M,KIR2DL1
3735,P61769,P43626,ENSG00000273686,ENSG00000276310,B2M,KIR2DL1
3736,P61769,P43626,ENSG00000273686,ENSG00000125498,B2M,KIR2DL1
3737,P61769,P43626,ENSG00000273686,ENSG00000278738,B2M,KIR2DL1
3738,P61769,P43626,ENSG00000273686,ENSG00000274926,B2M,KIR2DL1
3739,P61769,P43626,ENSG00000273686,ENSG00000278503,B2M,KIR2DL1
3740,P61769,P43626,ENSG00000273686,ENSG00000276625,B2M,KIR2DL1
3741,P61769,P43626,ENSG00000273686,ENSG00000274692,B2M,KIR2DL1
3742,P61769,P43626,ENSG00000273686,ENSG00000273510,B2M,KIR2DL1
3743,P61769,P43626,ENSG00000273686,ENSG00000283723,B2M,KIR2DL1
3744,P61769,P43626,ENSG00000273686,ENSG00000284347,B2M,KIR2DL1
3745,P61769,P43626,ENSG00000273686,ENSG00000273794,B2M,KIR2DL1
3746,P61769,P43626,ENSG00000273686,ENSG00000277356,B2M,KIR2DL1
3747,P61769,P43626,ENSG00000273686,ENSG00000278755,B2M,KIR2DL1
3748,P61769,P43626,ENSG00000273686,ENSG00000284401,B2M,KIR2DL1
3749,P61769,P43626,ENSG00000273686,ENSG00000278248,B2M,KIR2DL1
3750,P61769,P43626,ENSG00000273686,ENSG00000275750,B2M,KIR2DL1
3751,P61769,P43626,ENSG00000273686,ENSG00000284145,B2M,KIR2DL1
3752,P61769,P43626,ENSG00000273686,ENSG00000277833,B2M,KIR2DL1
3753,P61769,P43626,ENSG00000273686,ENSG00000278495,B2M,KIR2DL1
3754,P61769,P43626,ENSG00000273686,ENSG00000275276,B2M,KIR2DL1
3755,P61769,P43626,ENSG00000166710,ENSG00000278821,B2M,KIR2DL1
3756,P61769,P43626,ENSG00000166710,ENSG00000276310,B2M,KIR2DL1
3757,P61769,P43626,ENSG00000166710,ENSG00000125498,B2M,KIR2DL1
3758,P61769,P43626,ENSG00000166710,ENSG00000278738,B2M,KIR2DL1
3759,P61769,P43626,ENSG00000166710,ENSG00000274926,B2M,KIR2DL1
3760,P61769,P43626,ENSG00000166710,ENSG00000278503,B2M,KIR2DL1
3761,P61769,P43626,ENSG00000166710,ENSG00000276625,B2M,KIR2DL1
3762,P61769,P43626,ENSG00000166710,ENSG00000274692,B2M,KIR2DL1
3763,P61769,P43626,ENSG00000166710,ENSG00000273510,B2M,KIR2DL1
3764,P61769,P43626,ENSG00000166710,ENSG00000283723,B2M,KIR2DL1
3765,P61769,P43626,ENSG00000166710,ENSG00000284347,B2M,KIR2DL1
3766,P61769,P43626,ENSG00000166710,ENSG00000273794,B2M,KIR2DL1
3767,P61769,P43626,ENSG00000166710,ENSG00000277356,B2M,KIR2DL1
3768,P61769,P43626,ENSG00000166710,ENSG00000278755,B2M,KIR2DL1
3769,P61769,P43626,ENSG00000166710,ENSG00000284401,B2M,KIR2DL1
3770,P61769,P43626,ENSG00000166710,ENSG00000278248,B2M,KIR2DL1
3771,P61769,P43626,ENSG00000166710,ENSG00000275750,B2M,KIR2DL1
3772,P61769,P43626,ENSG00000166710,ENSG00000284145,B2M,KIR2DL1
3773,P61769,P43626,ENSG00000166710,ENSG00000277833,B2M,KIR2DL1
3774,P61769,P43626,ENSG00000166710,ENSG00000278495,B2M,KIR2DL1
3775,P61769,P43626,ENSG00000166710,ENSG00000275276,B2M,KIR2DL1
3776,P04439,P43626,ENSG00000206503,ENSG00000278821,HLA-A,KIR2DL1
3777,P04439,P43626,ENSG00000206503,ENSG00000276310,HLA-A,KIR2DL1
3778,P04439,P43626,ENSG00000206503,ENSG00000125498,HLA-A,KIR2DL1
3779,P04439,P43626,ENSG00000206503,ENSG00000278738,HLA-A,KIR2DL1
3780,P04439,P43626,ENSG00000206503,ENSG00000274926,HLA-A,KIR2DL1
3781,P04439,P43626,ENSG00000206503,ENSG00000278503,HLA-A,KIR2DL1
3782,P04439,P43626,ENSG00000206503,ENSG00000276625,HLA-A,KIR2DL1
3783,P04439,P43626,ENSG00000206503,ENSG00000274692,HLA-A,KIR2DL1
3784,P04439,P43626,ENSG00000206503,ENSG00000273510,HLA-A,KIR2DL1
3785,P04439,P43626,ENSG00000206503,ENSG00000283723,HLA-A,KIR2DL1
3786,P04439,P43626,ENSG00000206503,ENSG00000284347,HLA-A,KIR2DL1
3787,P04439,P43626,ENSG00000206503,ENSG00000273794,HLA-A,KIR2DL1
3788,P04439,P43626,ENSG00000206503,ENSG00000277356,HLA-A,KIR2DL1
3789,P04439,P43626,ENSG00000206503,ENSG00000278755,HLA-A,KIR2DL1
3790,P04439,P43626,ENSG00000206503,ENSG00000284401,HLA-A,KIR2DL1
3791,P04439,P43626,ENSG00000206503,ENSG00000278248,HLA-A,KIR2DL1
3792,P04439,P43626,ENSG00000206503,ENSG00000275750,HLA-A,KIR2DL1
3793,P04439,P43626,ENSG00000206503,ENSG00000284145,HLA-A,KIR2DL1
3794,P04439,P43626,ENSG00000206503,ENSG00000277833,HLA-A,KIR2DL1
3795,P04439,P43626,ENSG00000206503,ENSG00000278495,HLA-A,KIR2DL1
3796,P04439,P43626,ENSG00000206503,ENSG00000275276,HLA-A,KIR2DL1
3797,P22003,Q6ZVN8,ENSG00000112175,ENSG00000168509,BMP5,HJV
3798,Q96B86,Q6ZVN8,ENSG00000182175,ENSG00000168509,RGMA,HJV
3799,P12643,Q6ZVN8,ENSG00000125845,ENSG00000168509,BMP2,HJV
3800,Q9GZX6,Q9HBE5,ENSG00000127318,ENSG00000103522,IL22,IL21R
3801,O00622,Q03135,ENSG00000142871,ENSG00000105974,CCN1,CAV1
3802,P35354,Q03135,ENSG00000073756,ENSG00000105974,PTGS2,CAV1
3803,P39900,Q03405,ENSG00000262406,ENSG00000011422,MMP12,PLAUR
3804,P02751,Q03405,ENSG00000115414,ENSG00000011422,FN1,PLAUR
3805,Q92915,P22607,ENSG00000102466,ENSG00000068078,FGF14,FGFR3
3806,P61328,P22607,ENSG00000114279,ENSG00000068078,FGF12,FGFR3
3807,O00292,Q13705,ENSG00000143768,ENSG00000114739,LEFTY2,ACVR2B
3808,Q13751,Q9UMD9,ENSG00000196878,ENSG00000065618,LAMB3,COL17A1
3809,P01375,Q15628,ENSG00000204490,ENSG00000102871,TNF,TRADD
3810,P01375,Q15628,ENSG00000230108,ENSG00000102871,TNF,TRADD
3811,P01375,Q15628,ENSG00000228849,ENSG00000102871,TNF,TRADD
3812,P01375,Q15628,ENSG00000206439,ENSG00000102871,TNF,TRADD
3813,P01375,Q15628,ENSG00000232810,ENSG00000102871,TNF,TRADD
3814,P01375,Q15628,ENSG00000228321,ENSG00000102871,TNF,TRADD
3815,P01375,Q15628,ENSG00000223952,ENSG00000102871,TNF,TRADD
3816,P61769,P43628,ENSG00000273686,ENSG00000274830,B2M,KIR2DL3
3817,P61769,P43628,ENSG00000273686,ENSG00000275658,B2M,KIR2DL3
3818,P61769,P43628,ENSG00000273686,ENSG00000284504,B2M,KIR2DL3
3819,P61769,P43628,ENSG00000273686,ENSG00000274410,B2M,KIR2DL3
3820,P61769,P43628,ENSG00000273686,ENSG00000273887,B2M,KIR2DL3
3821,P61769,P43628,ENSG00000273686,ENSG00000274952,B2M,KIR2DL3
3822,P61769,P43628,ENSG00000273686,ENSG00000276459,B2M,KIR2DL3
3823,P61769,P43628,ENSG00000273686,ENSG00000277924,B2M,KIR2DL3
3824,P61769,P43628,ENSG00000273686,ENSG00000278327,B2M,KIR2DL3
3825,P61769,P43628,ENSG00000273686,ENSG00000283702,B2M,KIR2DL3
3826,P61769,P43628,ENSG00000273686,ENSG00000243772,B2M,KIR2DL3
3827,P61769,P43628,ENSG00000273686,ENSG00000284333,B2M,KIR2DL3
3828,P61769,P43628,ENSG00000273686,ENSG00000284510,B2M,KIR2DL3
3829,P61769,P43628,ENSG00000273686,ENSG00000277484,B2M,KIR2DL3
3830,P61769,P43628,ENSG00000273686,ENSG00000276218,B2M,KIR2DL3
3831,P61769,P43628,ENSG00000273686,ENSG00000277317,B2M,KIR2DL3
3832,P61769,P43628,ENSG00000273686,ENSG00000275008,B2M,KIR2DL3
3833,P61769,P43628,ENSG00000273686,ENSG00000277554,B2M,KIR2DL3
3834,P61769,P43628,ENSG00000273686,ENSG00000283790,B2M,KIR2DL3
3835,P61769,P43628,ENSG00000273686,ENSG00000283708,B2M,KIR2DL3
3836,P61769,P43628,ENSG00000273686,ENSG00000274108,B2M,KIR2DL3
3837,P61769,P43628,ENSG00000273686,ENSG00000274402,B2M,KIR2DL3
3838,P61769,P43628,ENSG00000273686,ENSG00000276590,B2M,KIR2DL3
3839,P61769,P43628,ENSG00000273686,ENSG00000275623,B2M,KIR2DL3
3840,P61769,P43628,ENSG00000166710,ENSG00000274830,B2M,KIR2DL3
3841,P61769,P43628,ENSG00000166710,ENSG00000275658,B2M,KIR2DL3
3842,P61769,P43628,ENSG00000166710,ENSG00000284504,B2M,KIR2DL3
3843,P61769,P43628,ENSG00000166710,ENSG00000274410,B2M,KIR2DL3
3844,P61769,P43628,ENSG00000166710,ENSG00000273887,B2M,KIR2DL3
3845,P61769,P43628,ENSG00000166710,ENSG00000274952,B2M,KIR2DL3
3846,P61769,P43628,ENSG00000166710,ENSG00000276459,B2M,KIR2DL3
3847,P61769,P43628,ENSG00000166710,ENSG00000277924,B2M,KIR2DL3
3848,P61769,P43628,ENSG00000166710,ENSG00000278327,B2M,KIR2DL3
3849,P61769,P43628,ENSG00000166710,ENSG00000283702,B2M,KIR2DL3
3850,P61769,P43628,ENSG00000166710,ENSG00000243772,B2M,KIR2DL3
3851,P61769,P43628,ENSG00000166710,ENSG00000284333,B2M,KIR2DL3
3852,P61769,P43628,ENSG00000166710,ENSG00000284510,B2M,KIR2DL3
3853,P61769,P43628,ENSG00000166710,ENSG00000277484,B2M,KIR2DL3
3854,P61769,P43628,ENSG00000166710,ENSG00000276218,B2M,KIR2DL3
3855,P61769,P43628,ENSG00000166710,ENSG00000277317,B2M,KIR2DL3
3856,P61769,P43628,ENSG00000166710,ENSG00000275008,B2M,KIR2DL3
3857,P61769,P43628,ENSG00000166710,ENSG00000277554,B2M,KIR2DL3
3858,P61769,P43628,ENSG00000166710,ENSG00000283790,B2M,KIR2DL3
3859,P61769,P43628,ENSG00000166710,ENSG00000283708,B2M,KIR2DL3
3860,P61769,P43628,ENSG00000166710,ENSG00000274108,B2M,KIR2DL3
3861,P61769,P43628,ENSG00000166710,ENSG00000274402,B2M,KIR2DL3
3862,P61769,P43628,ENSG00000166710,ENSG00000276590,B2M,KIR2DL3
3863,P61769,P43628,ENSG00000166710,ENSG00000275623,B2M,KIR2DL3
3864,P04439,P43628,ENSG00000206503,ENSG00000274830,HLA-A,KIR2DL3
3865,P04439,P43628,ENSG00000206503,ENSG00000275658,HLA-A,KIR2DL3
3866,P04439,P43628,ENSG00000206503,ENSG00000284504,HLA-A,KIR2DL3
3867,P04439,P43628,ENSG00000206503,ENSG00000274410,HLA-A,KIR2DL3
3868,P04439,P43628,ENSG00000206503,ENSG00000273887,HLA-A,KIR2DL3
3869,P04439,P43628,ENSG00000206503,ENSG00000274952,HLA-A,KIR2DL3
3870,P04439,P43628,ENSG00000206503,ENSG00000276459,HLA-A,KIR2DL3
3871,P04439,P43628,ENSG00000206503,ENSG00000277924,HLA-A,KIR2DL3
3872,P04439,P43628,ENSG00000206503,ENSG00000278327,HLA-A,KIR2DL3
3873,P04439,P43628,ENSG00000206503,ENSG00000283702,HLA-A,KIR2DL3
3874,P04439,P43628,ENSG00000206503,ENSG00000243772,HLA-A,KIR2DL3
3875,P04439,P43628,ENSG00000206503,ENSG00000284333,HLA-A,KIR2DL3
3876,P04439,P43628,ENSG00000206503,ENSG00000284510,HLA-A,KIR2DL3
3877,P04439,P43628,ENSG00000206503,ENSG00000277484,HLA-A,KIR2DL3
3878,P04439,P43628,ENSG00000206503,ENSG00000276218,HLA-A,KIR2DL3
3879,P04439,P43628,ENSG00000206503,ENSG00000277317,HLA-A,KIR2DL3
3880,P04439,P43628,ENSG00000206503,ENSG00000275008,HLA-A,KIR2DL3
3881,P04439,P43628,ENSG00000206503,ENSG00000277554,HLA-A,KIR2DL3
3882,P04439,P43628,ENSG00000206503,ENSG00000283790,HLA-A,KIR2DL3
